Date,Origin,Dest,Depart,Arrive,Hobbs,Flight Time,Flight Distance,Fuel,Fuel/hr,Fuel/nm,Altitude,Speed
"Sat, Aug 27, 2016",KVPZ,KFOK,15:40,20:32,4.63 hrs,4.24 hrs,742.71 nm,60.87 gal,13.15 gal/hr,0.08 gal/nm,11071 msl,167 kts
"Sat, Aug 27, 2016",,,15:31,15:31,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sat, Aug 27, 2016",KAIT,KVPZ,11:46,14:56,3.03 hrs,2.99 hrs,495.37 nm,41.23 gal,13.62 gal/hr,0.08 gal/nm,9009 msl,159 kts
"Sat, Aug 27, 2016",KBJI,07Y,11:06,11:45,0.62 hrs,0.45 hrs,64.28 nm,7.75 gal,12.43 gal/hr,0.12 gal/nm,9013 msl,135 kts
"Sat, Aug 27, 2016",,,10:50,10:50,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Fri, Aug 26, 2016",83D,KBJI,11:39,15:06,3.3 hrs,3.07 hrs,450.16 nm,46.69 gal,14.13 gal/hr,0.10 gal/nm,10038 msl,141 kts
"Fri, Aug 26, 2016",KMCD,83D,10:33,10:48,0.24 hrs,0.08 hrs,8.61 nm,1.82 gal,7.50 gal/hr,0.21 gal/nm,1696 msl,101 kts
"Fri, Aug 26, 2016",,,10:22,10:23,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Aug 25, 2016",KROC,KMCD,14:18,17:15,2.85 hrs,2.65 hrs,376.54 nm,38.31 gal,13.45 gal/hr,0.10 gal/nm,10005 msl,137 kts
"Thu, Aug 25, 2016",KFOK,KROC,10:31,13:06,2.47 hrs,2.09 hrs,311.38 nm,30.19 gal,12.24 gal/hr,0.10 gal/nm,10009 msl,142 kts
"Thu, Aug 25, 2016",KPVD,KFOK,09:19,10:08,0.8 hrs,0.58 hrs,80.04 nm,9.62 gal,12.10 gal/hr,0.12 gal/nm,6007 msl,133 kts
"Thu, Aug 25, 2016",,,09:11,09:11,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Wed, Aug 24, 2016",KBED,KPVD,07:21,07:59,0.61 hrs,0.31 hrs,46.09 nm,5.60 gal,9.21 gal/hr,0.12 gal/nm,3029 msl,145 kts
"Wed, Aug 24, 2016",KBED,KBED,07:17,07:18,0.02 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Wed, Aug 24, 2016",,,07:13,21:31,0.04 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Wed, Aug 24, 2016",KBED,KBED,06:50,07:02,0.19 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sun, Aug 21, 2016",,,09:49,09:50,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sun, Aug 21, 2016",,,09:30,09:32,0.02 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sun, Aug 21, 2016",,,09:26,09:26,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sun, Aug 21, 2016",KBED,KBED,09:20,09:25,0.09 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sun, Aug 21, 2016",KPVD,KBED,08:21,08:52,0.5 hrs,0.30 hrs,49.86 nm,5.35 gal,10.77 gal/hr,0.11 gal/nm,3065 msl,158 kts
"Sun, Aug 21, 2016",,,08:11,08:11,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sat, Aug 20, 2016",KPVD,KPVD,20:26,20:56,0.48 hrs,0.24 hrs,25.80 nm,4.35 gal,9.12 gal/hr,0.17 gal/nm,1130 msl,99 kts
"Sat, Aug 20, 2016",,,20:14,20:14,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Fri, Aug 19, 2016",KIGX,KPVD,15:48,19:58,3.95 hrs,3.64 hrs,610.66 nm,52.71 gal,13.34 gal/hr,0.09 gal/nm,9018 msl,160 kts
"Fri, Aug 19, 2016",,,15:39,15:39,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Fri, Aug 19, 2016",KIGX,KIGX,15:34,15:35,0.02 hrs,0.00 hrs,0.00 nm,0.10 gal,4.18 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Aug 18, 2016",KIGX,KIGX,19:36,19:38,0.03 hrs,0.00 hrs,0.00 nm,0.08 gal,2.41 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Aug 18, 2016",KCEU,KIGX,17:55,19:28,1.48 hrs,1.29 hrs,222.63 nm,22.00 gal,14.83 gal/hr,0.10 gal/nm,9006 msl,165 kts
"Thu, Aug 18, 2016",,,17:42,17:42,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Aug 18, 2016",KCEU,KCEU,09:50,09:52,0.04 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Wed, Aug 17, 2016",KROA,KCEU,18:07,19:55,1.72 hrs,1.43 hrs,214.44 nm,22.32 gal,12.95 gal/hr,0.10 gal/nm,8018 msl,144 kts
"Wed, Aug 17, 2016",,,17:51,17:51,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Tue, Aug 16, 2016",KUOS,KROA,18:51,21:02,2.1 hrs,1.90 hrs,327.75 nm,25.46 gal,12.14 gal/hr,0.08 gal/nm,13092 msl,166 kts
"Tue, Aug 16, 2016",,,18:46,18:46,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Tue, Aug 16, 2016",KBGF,KUOS,14:10,14:26,0.25 hrs,0.11 hrs,13.86 nm,2.60 gal,10.28 gal/hr,0.19 gal/nm,3102 msl,113 kts
"Tue, Aug 16, 2016",KUOS,KBGF,13:32,13:47,0.23 hrs,0.10 hrs,11.31 nm,2.01 gal,8.73 gal/hr,0.18 gal/nm,2969 msl,108 kts
"Tue, Aug 16, 2016",KBJJ,KUOS,09:50,13:08,3.19 hrs,2.97 hrs,400.11 nm,42.98 gal,13.48 gal/hr,0.11 gal/nm,8056 msl,130 kts
"Tue, Aug 16, 2016",,,09:29,09:29,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Mon, Aug 15, 2016",KBJI,KBJJ,18:34,23:22,4.53 hrs,4.33 hrs,712.36 nm,56.73 gal,12.52 gal/hr,0.08 gal/nm,15045 msl,155 kts
"Mon, Aug 15, 2016",,,18:25,18:25,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Mon, Aug 15, 2016",KJVL,KBJI,13:11,15:51,2.55 hrs,2.30 hrs,393.28 nm,33.67 gal,13.19 gal/hr,0.09 gal/nm,10011 msl,164 kts
"Mon, Aug 15, 2016",KBJJ,KJVL,10:01,12:52,2.72 hrs,2.50 hrs,394.22 nm,36.81 gal,13.54 gal/hr,0.09 gal/nm,8008 msl,151 kts
"Mon, Aug 15, 2016",,,09:58,10:00,0.03 hrs,0.00 hrs,0.00 nm,0.04 gal,1.67 gal/hr,0.00 gal/nm,0 msl,0 kts
"Mon, Aug 15, 2016",KCBE,KBJJ,07:59,09:30,1.45 hrs,1.17 hrs,171.24 nm,20.04 gal,13.82 gal/hr,0.12 gal/nm,8007 msl,140 kts
"Mon, Aug 15, 2016",,,07:55,07:55,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sun, Aug 14, 2016",KPVD,KCBE,14:21,17:27,2.97 hrs,2.70 hrs,375.52 nm,41.03 gal,13.82 gal/hr,0.11 gal/nm,8027 msl,133 kts
"Sun, Aug 14, 2016",KPVD,KPVD,14:17,14:19,0.02 hrs,0.00 hrs,0.00 nm,0.03 gal,1.30 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sun, Aug 14, 2016",,,12:47,12:47,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sun, Aug 14, 2016",KASH,KPVD,11:45,12:43,0.92 hrs,0.58 hrs,88.45 nm,10.60 gal,11.52 gal/hr,0.12 gal/nm,8009 msl,144 kts
"Sun, Aug 14, 2016",,,11:35,11:35,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sun, Aug 14, 2016",KASH,KASH,08:21,09:50,1.4 hrs,0.96 hrs,124.12 nm,16.76 gal,12.02 gal/hr,0.14 gal/nm,3606 msl,122 kts
"Sun, Aug 14, 2016",,,08:16,08:16,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sat, Aug 13, 2016",KASH,KASH,12:23,14:36,2.09 hrs,1.84 hrs,268.90 nm,30.52 gal,14.58 gal/hr,0.11 gal/nm,6005 msl,138 kts
"Sat, Aug 13, 2016",,,12:11,12:11,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.03 gal/hr,0.00 gal/nm,0 msl,0 kts
"Fri, Aug 12, 2016",KBED,KASH,15:15,15:41,0.4 hrs,0.17 hrs,22.31 nm,3.64 gal,9.03 gal/hr,0.16 gal/nm,2517 msl,127 kts
"Fri, Aug 12, 2016",,,15:13,15:13,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Fri, Aug 12, 2016",KASH,KBED,09:23,09:43,0.32 hrs,0.16 hrs,23.64 nm,3.32 gal,10.41 gal/hr,0.14 gal/nm,2122 msl,143 kts
"Fri, Aug 12, 2016",KBED,KASH,07:41,08:02,0.34 hrs,0.17 hrs,22.56 nm,3.71 gal,10.87 gal/hr,0.16 gal/nm,2408 msl,124 kts
"Thu, Aug 11, 2016",KACK,KBED,13:34,14:31,0.9 hrs,0.64 hrs,101.28 nm,13.31 gal,14.73 gal/hr,0.13 gal/nm,4093 msl,152 kts
"Thu, Aug 11, 2016",KBED,KACK,10:59,11:48,0.78 hrs,0.61 hrs,104.21 nm,11.69 gal,14.92 gal/hr,0.11 gal/nm,5538 msl,163 kts
"Thu, Aug 11, 2016",KASH,KBED,10:15,10:34,0.31 hrs,0.17 hrs,24.82 nm,3.38 gal,10.86 gal/hr,0.14 gal/nm,2516 msl,144 kts
"Thu, Aug 11, 2016",KASH,KASH,09:19,10:11,0.81 hrs,0.38 hrs,56.57 nm,8.36 gal,10.35 gal/hr,0.15 gal/nm,2250 msl,138 kts
"Wed, Aug 10, 2016",KASH,KASH,16:19,16:21,0.03 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Tue, Aug 9, 2016",KASH,KASH,13:43,13:44,0.02 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Tue, Aug 9, 2016",KASH,KASH,13:14,12:06,0.17 hrs,0.00 hrs,0.00 nm,0.99 gal,6.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Tue, Aug 9, 2016",KASH,KASH,13:08,13:10,0.04 hrs,0.00 hrs,0.00 nm,0.09 gal,2.47 gal/hr,0.00 gal/nm,0 msl,0 kts
"Mon, Aug 8, 2016",KBED,KASH,12:10,12:32,0.34 hrs,0.16 hrs,22.52 nm,3.18 gal,9.25 gal/hr,0.14 gal/nm,1933 msl,134 kts
"Mon, Aug 8, 2016",KASH,KBED,11:35,12:01,0.41 hrs,0.17 hrs,25.22 nm,3.91 gal,9.57 gal/hr,0.15 gal/nm,2691 msl,141 kts
"Mon, Aug 8, 2016",KBED,KASH,10:35,11:18,0.69 hrs,0.51 hrs,60.12 nm,8.54 gal,12.40 gal/hr,0.14 gal/nm,2663 msl,113 kts
"Sun, Aug 7, 2016",KPVC,KBED,16:18,16:53,0.57 hrs,0.42 hrs,61.31 nm,8.15 gal,14.34 gal/hr,0.13 gal/nm,3519 msl,140 kts
"Sun, Aug 7, 2016",KASH,KPVC,10:44,11:27,0.68 hrs,0.45 hrs,76.44 nm,8.85 gal,13.02 gal/hr,0.12 gal/nm,7510 msl,166 kts
"Fri, Aug 5, 2016",KASH,KASH,14:13,14:27,0.24 hrs,0.00 hrs,0.00 nm,1.26 gal,5.36 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Aug 4, 2016",KASH,KASH,14:05,14:18,0.21 hrs,0.00 hrs,0.00 nm,1.54 gal,7.25 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Aug 4, 2016",KASH,KASH,10:16,10:45,0.47 hrs,0.30 hrs,44.03 nm,6.20 gal,13.10 gal/hr,0.14 gal/nm,2332 msl,143 kts
"Thu, Aug 4, 2016",KBED,KASH,09:48,10:09,0.34 hrs,0.17 hrs,22.60 nm,3.28 gal,9.55 gal/hr,0.15 gal/nm,3514 msl,129 kts
"Wed, Aug 3, 2016",KPVC,KBED,11:31,12:16,0.71 hrs,0.45 hrs,72.44 nm,8.67 gal,12.22 gal/hr,0.12 gal/nm,3505 msl,151 kts
"Wed, Aug 3, 2016",KPVC,KPVC,11:11,11:13,0.03 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Tue, Aug 2, 2016",KSHD,KPVC,12:50,16:20,3.34 hrs,2.94 hrs,483.03 nm,47.81 gal,14.33 gal/hr,0.10 gal/nm,7043 msl,157 kts
"Tue, Aug 2, 2016",KSHD,KSHD,12:39,12:40,0.02 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Mon, Aug 1, 2016",KBED,KSHD,11:05,14:29,3.24 hrs,2.75 hrs,472.32 nm,46.98 gal,14.51 gal/hr,0.10 gal/nm,6055 msl,163 kts
"Mon, Aug 1, 2016",KBED,KBED,10:47,10:48,0.02 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sat, Jul 30, 2016",KPWM,KBED,15:31,16:16,0.72 hrs,0.54 hrs,85.75 nm,10.60 gal,14.66 gal/hr,0.12 gal/nm,4515 msl,153 kts
"Sat, Jul 30, 2016",KBED,KPWM,11:12,11:57,0.72 hrs,0.57 hrs,87.41 nm,10.21 gal,14.18 gal/hr,0.12 gal/nm,5511 msl,147 kts
"Tue, Jul 26, 2016",KTEB,KBED,12:11,13:48,1.51 hrs,1.15 hrs,191.40 nm,18.83 gal,12.48 gal/hr,0.10 gal/nm,7011 msl,155 kts
"Tue, Jul 26, 2016",KVAY,KTEB,10:57,11:52,0.87 hrs,0.61 hrs,92.43 nm,10.34 gal,11.84 gal/hr,0.11 gal/nm,4025 msl,143 kts
"Tue, Jul 26, 2016",KHVN,KVAY,09:18,10:25,1.08 hrs,0.84 hrs,130.66 nm,13.82 gal,12.80 gal/hr,0.11 gal/nm,6024 msl,149 kts
"Tue, Jul 26, 2016",,,08:54,08:55,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Mon, Jul 25, 2016",KVAY,KHVN,09:00,10:08,1.08 hrs,0.79 hrs,135.81 nm,13.67 gal,12.72 gal/hr,0.10 gal/nm,5010 msl,163 kts
"Mon, Jul 25, 2016",KVAY,KVAY,08:57,08:59,0.03 hrs,0.00 hrs,0.00 nm,0.07 gal,2.58 gal/hr,0.00 gal/nm,0 msl,0 kts
"Mon, Jul 25, 2016",KPVD,KVAY,06:31,08:34,1.97 hrs,1.71 hrs,259.18 nm,26.60 gal,13.54 gal/hr,0.10 gal/nm,6008 msl,145 kts
"Mon, Jul 25, 2016",,,06:15,06:16,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sun, Jul 24, 2016",KBED,KPVD,18:43,19:17,0.53 hrs,0.30 hrs,46.18 nm,5.57 gal,10.51 gal/hr,0.12 gal/nm,3011 msl,149 kts
"Sun, Jul 24, 2016",,,18:43,18:43,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sun, Jul 24, 2016",,,18:27,18:27,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sun, Jul 24, 2016",3B5,KBED,17:32,18:25,0.84 hrs,0.69 hrs,114.71 nm,13.37 gal,15.88 gal/hr,0.12 gal/nm,4512 msl,161 kts
"Sat, Jul 23, 2016",3B5,3B5,17:05,17:06,0.02 hrs,0.00 hrs,0.00 nm,0.09 gal,3.66 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sat, Jul 23, 2016",,,16:55,16:56,0.02 hrs,0.00 hrs,0.00 nm,0.06 gal,2.84 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sat, Jul 23, 2016",KPWM,3B5,14:20,14:45,0.39 hrs,0.27 hrs,38.15 nm,5.06 gal,12.92 gal/hr,0.13 gal/nm,3514 msl,133 kts
"Sat, Jul 23, 2016",3B5,KPWM,12:21,12:43,0.35 hrs,0.23 hrs,37.91 nm,4.87 gal,13.92 gal/hr,0.13 gal/nm,4517 msl,153 kts
"Fri, Jul 22, 2016",KBED,3B5,17:32,18:24,0.84 hrs,0.71 hrs,122.62 nm,13.68 gal,16.32 gal/hr,0.11 gal/nm,5016 msl,166 kts
"Fri, Jul 22, 2016",KBED,KBED,16:41,17:29,0.77 hrs,0.36 hrs,37.60 nm,6.92 gal,9.00 gal/hr,0.18 gal/nm,1252 msl,100 kts
"Fri, Jul 22, 2016",,,16:27,16:27,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Jul 21, 2016",KACK,KBED,13:21,14:09,0.78 hrs,0.61 hrs,94.46 nm,12.03 gal,15.49 gal/hr,0.13 gal/nm,4514 msl,149 kts
"Thu, Jul 21, 2016",KBED,KACK,11:13,12:02,0.79 hrs,0.57 hrs,97.49 nm,11.20 gal,14.27 gal/hr,0.11 gal/nm,5571 msl,162 kts
"Thu, Jul 21, 2016",,,11:11,11:11,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Wed, Jul 20, 2016",KBUF,KBED,18:25,20:45,2.22 hrs,1.93 hrs,342.62 nm,27.90 gal,12.55 gal/hr,0.08 gal/nm,9009 msl,170 kts
"Wed, Jul 20, 2016",CYTZ,KBUF,17:15,18:08,0.83 hrs,0.52 hrs,81.85 nm,9.31 gal,11.19 gal/hr,0.11 gal/nm,5011 msl,148 kts
"Wed, Jul 20, 2016",,,17:04,17:05,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sun, Jul 17, 2016",KBED,CYTZ,11:29,14:50,3.18 hrs,2.57 hrs,392.62 nm,39.04 gal,12.29 gal/hr,0.10 gal/nm,10026 msl,145 kts
"Sun, Jul 17, 2016",,,11:17,11:17,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sat, Jul 16, 2016",KACK,KBED,18:07,18:57,0.8 hrs,0.58 hrs,94.70 nm,11.72 gal,14.68 gal/hr,0.12 gal/nm,4513 msl,154 kts
"Sat, Jul 16, 2016",KBED,KACK,12:09,12:59,0.79 hrs,0.57 hrs,95.98 nm,10.39 gal,13.21 gal/hr,0.11 gal/nm,5530 msl,157 kts
"Sat, Jul 16, 2016",,,11:39,11:40,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Fri, Jul 15, 2016",KGRB,KBED,18:33,22:59,4.21 hrs,3.87 hrs,755.92 nm,60.42 gal,14.35 gal/hr,0.08 gal/nm,9040 msl,186 kts
"Fri, Jul 15, 2016",KPHP,KGRB,13:20,17:05,3.57 hrs,3.39 hrs,610.33 nm,52.70 gal,14.78 gal/hr,0.09 gal/nm,9177 msl,172 kts
"Fri, Jul 15, 2016",KRAP,KPHP,12:17,13:14,0.92 hrs,0.51 hrs,68.62 nm,10.33 gal,11.22 gal/hr,0.15 gal/nm,9169 msl,127 kts
"Thu, Jul 14, 2016",KJAC,KRAP,16:46,21:01,4.09 hrs,3.61 hrs,593.24 nm,57.21 gal,13.99 gal/hr,0.10 gal/nm,15524 msl,158 kts
"Sat, Jul 9, 2016",KRAP,KJAC,20:01,23:04,2.92 hrs,2.58 hrs,381.73 nm,38.32 gal,13.13 gal/hr,0.10 gal/nm,14094 msl,142 kts
"Sat, Jul 9, 2016",KOMA,KRAP,11:56,14:51,2.8 hrs,2.45 hrs,401.68 nm,40.04 gal,14.31 gal/hr,0.10 gal/nm,6512 msl,157 kts
"Fri, Jul 8, 2016",KVYS,KOMA,17:12,19:40,2.37 hrs,2.13 hrs,312.87 nm,32.65 gal,13.76 gal/hr,0.10 gal/nm,6025 msl,141 kts
"Fri, Jul 8, 2016",KBKL,KVYS,12:40,15:32,2.74 hrs,2.40 hrs,347.15 nm,37.98 gal,13.86 gal/hr,0.11 gal/nm,8031 msl,138 kts
"Thu, Jul 7, 2016",KIAG,KBKL,19:35,20:54,1.27 hrs,0.95 hrs,154.75 nm,16.38 gal,12.86 gal/hr,0.11 gal/nm,6191 msl,157 kts
"Thu, Jul 7, 2016",KBED,KIAG,15:39,19:05,3.3 hrs,2.71 hrs,423.13 nm,45.73 gal,13.84 gal/hr,0.11 gal/nm,8267 msl,150 kts
"Thu, Jul 7, 2016",,,13:33,13:33,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Jul 7, 2016",,,13:27,13:27,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Jul 7, 2016",,,13:25,13:25,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Jul 7, 2016",KACK,KBED,12:17,13:07,0.78 hrs,0.57 hrs,98.76 nm,11.76 gal,15.01 gal/hr,0.12 gal/nm,4518 msl,161 kts
"Thu, Jul 7, 2016",KASH,KACK,10:16,11:16,0.97 hrs,0.77 hrs,130.24 nm,15.50 gal,16.03 gal/hr,0.12 gal/nm,7013 msl,160 kts
"Thu, Jul 7, 2016",KASH,KASH,08:35,08:36,0.03 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Wed, Jul 6, 2016",KASH,KASH,18:15,18:21,0.11 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Wed, Jul 6, 2016",KASH,KASH,16:47,17:01,0.22 hrs,0.00 hrs,0.00 nm,1.22 gal,5.47 gal/hr,0.00 gal/nm,0 msl,0 kts
"Wed, Jul 6, 2016",KASH,KASH,14:12,14:18,0.1 hrs,0.00 hrs,0.00 nm,0.20 gal,2.11 gal/hr,0.00 gal/nm,0 msl,0 kts
"Wed, Jul 6, 2016",KASH,KASH,13:12,13:41,0.49 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Tue, Jul 5, 2016",KASH,KASH,09:51,09:52,0.03 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Tue, Jul 5, 2016",KASH,KASH,09:42,09:47,0.09 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Tue, Jul 5, 2016",KASH,KASH,09:30,09:35,0.09 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Jun 30, 2016",KASH,KASH,10:45,11:03,0.3 hrs,0.00 hrs,0.00 nm,1.68 gal,5.61 gal/hr,0.00 gal/nm,0 msl,0 kts
"Wed, Jun 29, 2016",KBED,KASH,11:05,11:29,0.37 hrs,0.19 hrs,28.74 nm,4.08 gal,11.18 gal/hr,0.14 gal/nm,3017 msl,140 kts
"Sun, Jun 26, 2016",KMTP,KBED,14:33,15:18,0.72 hrs,0.56 hrs,92.79 nm,11.26 gal,15.75 gal/hr,0.12 gal/nm,5513 msl,158 kts
"Fri, Jun 24, 2016",KBED,KMTP,11:47,12:34,0.75 hrs,0.56 hrs,93.20 nm,10.96 gal,14.71 gal/hr,0.12 gal/nm,6519 msl,159 kts
"Thu, Jun 23, 2016",,,11:01,11:03,0.03 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Jun 23, 2016",,,08:08,08:09,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Wed, Jun 22, 2016",,,14:02,14:03,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Wed, Jun 22, 2016",KACK,KBED,13:13,14:01,0.76 hrs,0.60 hrs,94.38 nm,11.95 gal,15.68 gal/hr,0.13 gal/nm,4514 msl,151 kts
"Wed, Jun 22, 2016",3B3,KACK,11:02,11:48,0.74 hrs,0.64 hrs,108.21 nm,12.68 gal,17.10 gal/hr,0.12 gal/nm,5540 msl,162 kts
"Wed, Jun 22, 2016",KBED,3B3,10:27,10:57,0.47 hrs,0.20 hrs,26.88 nm,4.25 gal,9.01 gal/hr,0.16 gal/nm,2281 msl,129 kts
"Tue, Jun 21, 2016",40N,KBED,14:45,16:51,1.95 hrs,1.52 hrs,294.46 nm,32.75 gal,16.77 gal/hr,0.11 gal/nm,7325 msl,178 kts
"Tue, Jun 21, 2016",KBED,40N,08:29,10:39,2.06 hrs,1.77 hrs,280.86 nm,37.16 gal,18.02 gal/hr,0.13 gal/nm,4530 msl,152 kts
"Mon, Jun 20, 2016",KBED,KBED,08:21,09:44,1.36 hrs,0.68 hrs,102.35 nm,12.66 gal,9.32 gal/hr,0.12 gal/nm,4584 msl,145 kts
"Mon, Jun 20, 2016",KBED,KBED,07:43,07:45,0.03 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Mon, Jun 20, 2016",,,07:43,07:43,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sun, Jun 19, 2016",KBDL,KBED,12:23,13:13,0.8 hrs,0.51 hrs,81.61 nm,8.64 gal,10.82 gal/hr,0.11 gal/nm,5008 msl,152 kts
"Sun, Jun 19, 2016",KPVD,KBDL,11:01,11:51,0.78 hrs,0.49 hrs,71.67 nm,8.80 gal,11.28 gal/hr,0.12 gal/nm,4077 msl,139 kts
